12,uTszs,MLqSWqur,28-5-1928,0294998204556,PbbPsBoZoIGlhut@UuVXYgWwEMGqLxdAAuXkowMMgoVCkDNfakr.xd,128,BQeCOo,Rl,s,9,I,M
13,kqAK,TqrwYza,3-2-1989,0218945557301,pfAFpXksyqlUoPBFMZFqqdBkNYUCJKG@emhPyaLLvFUtmkvBcTCFXfgkuxNlXIRVCPBerTR.dt,68,fCSS,Ojkw,ncsthgC,99,r,F
14,wB,x,8-7-1991,+644272643878,hFekGrwifuA@GAQ.DSh,0,EE,lteN,QHFuDV,862,j,F
15,wsWDw,dzxYUoTSAX,4-12-1946,0214518915415,qrMNsXKfQOudDqhAeWmfnfLmmlyIDJnbE@DbRDJmHcrr.aF,3,xTWG,GaPiXu,QLdKcN,28,L,M
16,CIaYNi,jxvSVL,24-6-2016,0277334496288,gxRPQmVuvMpZCSX@QfAuUKbRPnjr.YTo,63,ZVAmR,hc,XFvQrZCx,99,D,M
17,LXoXMv,CUrrPxq,22-2-2012,0214893862411,TvGkvILsmjUSPzTmzdRnvvvRuauWIpB@hvgdjdjWjhBkSn.Qh,9,YQ,jbZm,EFZxX,9,t,F
18,kJVYmE,ow,14-9-2004,0262582949405,fZqtcSRhtPMXYLgnVDMvPdPQtsmVJuhj@POZpfDKgelovrtHYQfwKFnEuRUOTfsw.pFs,18,M,rVcf,O,8363,a,F
19,uosNKf,MDBybGOw,20-1-2000,+617658262501,wmgbnLunkqmiYICIIvgBra@yuyKHAnskBlbFvytcUJWFrogKqLKpMKfoA.SXG,902,BMi,Ma,RPOkoG,9546,d,F
20,eLhj,nVbEenUiG,27-1-2022,+649453912039,ABrGWQXtaOxzof@bkmtdWBVoVXCdZeJAuozcteSPmLOMMTECaVW.HTa,5,djow,bBKGtiA,uwYbM,4,H,F
21,vfdfRH,ZKf,6-3-1967,0216420322539,zHgxlCWloCBOQmtzq@SFBYlhMPbjFq.Dt,301,Gj,jeHTQ,KKpx,23,h,M
22,tRsYvW,vPc,17-9-1952,+613231709244,IzvjaEiwFZpgbfnk@XJhsCmlrrtzsOuaJ.mo,3,IO,alTdTq,OgEb,7,A,F
23,J,aIkr,16-12-1944,0211579480900,FwQLkUICLVNPKxHWIP@bTPDWEVOEaSsqtiIfSCjpLcaVCsR.Xu,729,XmfNuR,MqRwsb,A,1,N,F
24,x,YzgcWFCqo,4-12-1973,0211487699007,haQVcMaOUQRjxfRBxXqjHTNK@ATGgnfIyhBnuWxEntxmPJzeyWncD.Fzw,605,m,AV,qE,68,Z,M
25,kDgUlc,yi,2-6-1948,0219656793752,mGoXPHf@ySPsWjqAcComRqhQbVuyNhEWgpijLYyM.yHZ,82,YjnVO,Ai,VC,30,s,M
26,IdxlK,NLQxfup,7-12-2014,0221830231125,MWhxVOkZRyCusKsoGDzg@smDLvayFIS.JK,5,Yej,cmQWQ,umRO,193,u,F
27,jMvyd,S,5-9-2003,0291287081702,pglCesFQVazwTWTOziDUUtV@LtqWpJadJxXcHRAfcRftGgAFZjeZsK.AZ,219,rkKL,ROy,c,6486,D,M
28,IiQy,VkCwYIRlUs,24-1-2010,+616920562150,zVJxQ@cRjrYyHlL.AbO,46,ecG,BlXbpR,BZImCu,8,r,M
29,maqPXD,pUIiMjLUb,10-12-1953,+618442847041,tTVBzNikFPhhbjOYNp@sbC.Fk,3,PLlz,zoCvU,bSaOF,77,F,M
30,xZM,oVfylGKjg,12-4-1984,0214599935233,TPL@oEVasbpNQkhsvFvozh.PRP,9,seY,MhW,flyt,1461,v,F
31,Em,QHES,7-3-2015,0220712760186,xNLDtJzxfNyuTLFJP@hbFAQxYYTpWVdSjaaxQE.fq,298,GTz,ws,hhwISrUm,84,P,M
32,yuDofJ,UtSQGZHphX,14-5-2021,0261058813759,cUdCQFHNcGBajZ@svNqSYPCOhyNprPPFuxVOjcmkglM.MIv,51,NV,uxXgwRm,QIJ,407,o,M
33,Qf,nynUxeZbl,24-1-1956,0213036613402,dGUXEPevrfIUbTVLXbeEERQswiOhPctczI@icTJEXxaqNqCMTEYvRnLeQzH.ex,669,Cgwoo,PkKIOY,CHcBtniv,49,z,M
34,U,Tpbx,13-10-1953,0216255710264,tOsRuXZtgT@CEFmGNBTQuogoaB.RHq,33,ZM,WzVna,DhuR,4342,C,F
35,RJQYTs,IkkVZo,5-11-2010,+613163718400,ZqRHVlsJRYKJeoKYFwwKndqewevis@LWRQfVVBHdDxaJYrIOJbHDUiZeBwqwCjTcHM.Vcw,7,JgLYm,mZ,BXKrt,64,q,M
36,aYZH,CjU,6-11-1996,0265547896709,sqwsdxbQRwNPfcJkArQTYBwqoIdTYFkXEei@ZUxpZyGpTcPGCyzYKV.fmN,8,qQCuB,Ixneg,sMZZ,365,d,M
37,ozI,Vm,25-9-2024,0264131402266,YofyxkmsI@NBslkxjnUIVsgEfPiYJiSvgMyzrmSCepRssxBIu.fc,604,lmtl,WR,SPgflI,6,q,F
38,vm,VAeq,19-11-1986,+613079619199,KrMYMuCJmNZ@EVACne.rXx,7,sF,h,UpXFqs,2,W,F
39,aKbmG,JjFyDAAo,28-6-1993,+642361164617,vVHFKmCuAnTwlPJvQFcOAbjMxlzbMyECwmqP@eSjTcNQUTqaTkgBsk.vq,87,p,VNw,Mo,0106,L,M
40,UrrW,WTXKBVZL,27-9-2004,+648372116565,SsXWmlrXTvCYEnLpVbPyJmzxcC@WTLURmmwEkpHBuabnSzsOKJZaOGTsjpTjqMlF.wNT,2,FuPiL,m,cSpGY,7,d,M
41,vPT,wexcbCB,5-4-1990,0272992343780,zzJiTHDusZaRRJdDAUWBirLOkhKPUz@BmzceObKWTEnBbLwYRfPYBGQOSq.smw,711,FB,gQuFOmZ,UzgCqN,0137,f,F
42,uA,pZuUVkmMeP,19-11-1986,0279919205841,aOCLJGqfleQWPVK@qXWtEiDPFpJaAWNpbaRulQ.Cz,753,jKlEY,xCTC,xAWthB,99,U,M
43,y,kTz,12-11-1970,0216098780846,srodLudUQoNJbPGmTR@yFHSffWESNKsMLDPKAwcsjSlIFpYNeDDhhlbsE.Qr,34,scV,Yg,rQj,536,B,F
44,ccT,gCu,14-3-1925,0210306355480,jSRPyqsDQLTHKilkHLYVKiwNq@OZRxLZsHmPJe.FM,350,GSC,ox,pLqvWKhf,37,q,M
45,uFjOjH,J,7-10-1932,+618958364983,yqWYOw@zmXLqdnBSnrNhLhXP.ug,15,ub,c,jccq,0925,b,M
46,eAIK,QsNRxodHt,11-10-1996,0273608354168,AecgcFu@wd.QLj,34,LaG,Zfo,M,0,l,F
47,OieRhj,rvNVPL,15-8-1931,0215980901162,ArQXZEGtCxRpLsoztuFcpf@nRsQRtlH.Jen,43,xkZq,pN,pgkpmc,291,g,F
48,FcQ,PpkD,9-6-1994,+616421029813,JiRnLpeOV@CeksgOJzyMVcMb.sld,49,Zk,XgWgqJ,y,3,z,F
49,ybq,OOBlKu,11-1-1988,0297060231899,vrb@djVprauMJTPBknXTLFjlFocpmc.pkh,4,E,qOVerWm,Cp,8227,g,F
50,JI,gTkqMb,22-9-1946,0210828087506,CLZnGa@K.Ls,7,s,cEscSd,dL,362,p,M
51,FjB,GVYue,17-10-2007,0218909334492,siWSTzNsJRAevjJoQJTXYqukUm@CtIeMAZkKjeOuawQmMnXacAmkhA.he,80,qRH,padSZG,ZRPsao,0,f,M
52,fZyJQV,h,22-12-1962,0210422158294,idXKANPfdXwaQLpfDSlPfDMbYqHoSLDkyYyldH@lcL.Xdm,063,N,QutSwUr,jkwysr,1099,x,F
53,z,FzPisVce,23-12-2016,0295048074105,ZGfcQdaEt@RHftECjhOxjGxjWMcB.ZBk,734,WNsK,dOSKiD,WIzB,9148,s,F
54,p,r,7-5-1951,0214994785339,jRRROsZtEMPfbq@lEJvmZQREG.iEh,78,IzXr,BaepfW,uhK,7,e,M
55,GuLzqZ,XHUIi,2-8-2016,0213240726463,wGdjUImNJAYNZUkCPEAhZGObuwWfbaxYDWfkWO@hqPbBJZrJYwYyBqOjNHdnjlisAu.mwI,0,IXHrTa,iV,yHIzy,18,X,M
56,MEh,JrTDs,4-2-2002,0270950143729,xOmgiUIcxQiRSytJhqQ@abowVQAvmXgoDKihlxuJDLVvl.lX,981,c,FCek,zc,8522,H,M
57,r,acNhooC,24-5-1950,0218484054731,oZFikcr@XoXUOwmzn.HrM,92,wvwRoE,FZkG,nCn,3460,m,F
58,RGpe,iuacmGNQJ,18-11-2001,0217509251515,pKXHptljZvhPXceDdQeWocGwKCXlU@ZLGypwHqJkPIpmQtKpxfmNUjrIOdYJDjK.Fdo,30,MvUS,H,dMA,721,q,F
59,Fyonpv,KjYrWgmgF,26-6-2000,0210691780431,jLkJcxMQrtwax@nOmRsjPdJZx.kz,0,WnksLr,MQbX,srvOiKU,9,y,F
60,sbIbJF,xpR,22-12-1964,0263354972382,WzQefl@tnchagUtlZDHzRvPkfTgqTAfiu.nIK,94,dRK,D,ZKlvhFU,0855,x,F
61,tUjZ,BKROcWE,7-10-2016,0263368616394,SjBbrofWrVOnNVHmoqfgGXHNbmMd@TGUSMWXKfjRjttKutcsuhQXtFzTzid.ZF,11,EXnv,iS,oOyMRZ,7,N,F
62,ldj,QaorNjJa,23-8-1931,0290881333850,YIArsPPObFHPsZxyeqjDMA@qB.nF,903,dzFT,LTRW,L,84,Y,M
63,mzkJ,nYLBYI,12-9-1959,0228251701391,cqtiZTezNJAfPZlvpLthYsWxUbwLjEcqQ@clDrERwRBElI.ZPI,29,xFl,eJ,YCRoky,52,s,F
64,pJRjI,gmqFtAd,26-4-2023,+642874379054,ngwZENQVHEWAIbDRWsfrvDImYulqTMi@zxikLHsiYgUVwMVXIygFiYQDkXrj.Nq,29,HnVsDL,vQPqQmV,qJU,2,h,M
65,Hh,UWI,4-6-1966,0277923017562,TEHlhimLQqSIcNGHLdjeXxiVyyO@YJziWIKFsClPQLznDHhpxqQphmTHvaiaVtRlJ.DU,0,Y,DTZ,UPGWsBJJ,501,O,F
66,EIk,ktSOD,26-11-1930,0260598370886,yNSYrsSPkIkwZaIuieNI@SlwAOGFmXCNYdoVROSDNQwjCCvqh.vT,333,OuRdq,vN,KE,266,g,M
67,tlaam,GKLvWkiFA,14-9-2018,+643156924831,QFqfYJSmNrhLIXFQGDFIUUC@vlfFaHbBXH.gAy,460,OhTIK,xHhv,YbewN,920,M,M
68,mM,zSWrun,26-7-2003,+643353278046,HmiMMXbM@iracLQVTRJmMQMMzZJYHpyHvORJHGUEglBUdKp.DGY,836,UPVa,SZ,giAb,26,I,M
69,amL,zJiwzwlV,18-9-1994,0214280951601,tJuNyfqx@OWjAl.aA,41,uOB,miLwLC,HTr,394,J,F
70,tFysd,hUqOshWUn,18-8-1992,0212308427986,uRPYb@CKqPwolRKQCseQpNlbwbNvM.xIi,453,JPoQOR,WzSH,dLQ,1,D,F
71,je,MR,10-5-1944,0261388173951,iSdAelOvgdRKqsdIQvgTxNkZIAwki@eVdUQoYVDn.qw,177,GgfH,EAnig,WXcfPOqR,762,t,M
72,DGGUda,JRKIOog,19-3-1939,0211319328474,sXdeLiiKTFXKZLRGkJfUvszSYKMCPdK@NzWsMiyUrDSCbLkwOmWvXwiKrbGWXaGuoDApEjU.ysZ,04,GDzvyV,sSDwM,inc,8,F,M
73,DUHQzV,OvZY,28-12-2010,0262123815427,SNJGOoKrooutaPpyHilbALubYXmqIlH@EZKXWnjJWQzDkKGwqF.YH,95,SrJgBg,d,yumEVfH,9466,q,F
74,OWxu,XDsvy,11-11-1995,0266379486466,ylHtaUvolVPVkvxQU@aqV.hbP,9,g,ftakRTj,djL,7,T,F
75,HA,Cgusgm,12-6-1999,0268593473254,KaSUZpGQn@sbAPCjzglJWfYhFjdvYcwWEgOJUMNHVgP.nTA,54,ev,xnYzQy,a,1786,k,M
76,z,lDpsdekXW,19-7-1983,0264444090220,CGUAmVuORXeg@ZubEF.yd,55,HZB,N,OeaARwQU,73,Q,M
77,yGA,cmpx,28-8-2021,+649810353191,qzLZKxOudHOMeMpudeMjsASWjQnVuWNDDnTJtU@GxRGsPlJTVUfCcPCBMNUYLLfvWERXxHb.ApU,410,pUVpwp,kDaZllp,Qt,072,q,F
78,QZpshk,jje,16-5-2011,+646342412745,JkjmGuAzrwIryp@eiubPpijrQStjHqWChIfxpadkLSCKAsKSAsfmK.jA,816,VqYP,AcWAdvy,GWagNwzy,28,b,F
79,RaXtX,McY,19-11-1974,0278006205688,psORGYZJJiaYv@yhSZb.Jry,695,Jn,HqX,gaJ,9270,R,M
80,ura,tmV,19-1-2024,0276757576607,jOPm@vAOAltwHzckOCgUjlHK.iA,080,Lf,k,YEqde,10,F,F
81,Dgj,idAxZbj,1-7-2008,0217355124199,swHaRPdfqDxeQvGGJQVarTLtCktWTPDSDnfUWIB@RCAXOAwJvXkBjdkfcvnKOnCiQNVYxcocLdCmpt.vN,0,DkhE,EqD,NLiIXk,29,S,F
82,iFMR,SPBkW,6-12-2007,0266579319615,GkLgTKKIHFaGWKVNDLT@LblcFpIAHnwhifkHIsIVeMiNOhDdzHZbUdu.ocQ,01,aylzHE,xFlTwV,DkwkD,8686,w,M
83,B,iIt,22-10-2014,0277976002427,RMtJtSflXMxPFwIWOPtZosTcAiz@PbCDgNceWMWlLvZNfFPxbcvOHmseDSLDlGvrQL.tA,06,L,GNXHzzA,NOsMTKij,1915,x,F
84,kS,sXMRbxIk,23-3-2019,+648817320404,riIBgGGtjBjekrqQInCrvWANegxgUBCTw@etkhsfQ.TXc,930,cLwLJ,Vc,ybZxjIBq,695,d,F
85,O,kwAWE,26-1-1970,+614537921267,d@DnirQaPmHaBxuDRQC.uOM,09,yo,lY,iarJ,8,b,M
86,DSwl,WKoE,15-12-2017,0276882625680,LRNFtJGKSoZyjvjjPHbJKlaKXnrf@slDrEPAkdcvbKUGFVHWdVRQGvWofWhU.REL,957,WG,UahN,GHdMaX,8,c,M
87,Ieuaju,CPbErIoC,21-5-1997,+648815613981,RPURwYXcrrRpKwyItApozfuUwwfnssQP@cVd.Ped,100,prAt,QpQbI,dGuG,1452,H,F
88,dtXr,sBRj,17-11-1994,0264059686409,CIgkJFRwlvaix@tHETFRpSzGCyXpNxxPAmgNskkXJwXeXJqnsqNgj.bwD,3,ylkE,ApqW,VW,797,J,F
89,IIBIfs,dfdgXtlP,25-6-1984,0290856124648,dAFdLRjdFdMeP@cVsgOeQToqCbOgzdldxDIl.Vx,4,OZBa,WGQOBAC,XCxhpOQa,5095,E,M
90,qy,BCfkX,13-7-1947,0299256766115,qkBsQQroYpVhpjQz@mfFYAlDrNhnqOTVHOUEpPuGc.WHE,914,AWkXEO,jF,nE,01,h,M
91,cpGT,CuRtzyi,23-11-1950,0273709991850,NoGmfOBwICpxLrkVnAqfCM@zeCEIBH.QeP,663,jqC,YIvawOj,Oq,8168,c,M
92,ANj,pRnutN,14-6-2023,+611994957408,NxwkistwrHgPZZ@F.vp,17,eXPDU,DdG,IU,6,T,M
93,cD,ALoDwN,13-2-1934,0227794466000,TQfNaKHVZhyraTpz@LvbLqg.Gg,4,zHxt,myXkyA,hW,5466,r,M
94,CZyOSW,YRvOtVed,15-10-1945,0277862516683,fFzfAIQAEvOsfJSGIEaINFxUL@GXZRFarSQRn.Olx,000,gMzxU,noevMJ,iMoucUbh,22,m,M
95,OjLt,Ltf,25-9-2005,0275029465410,peyeYjhFmta@ckdfpiQExajJdfqmhSckMIywNUJcbaWFgN.Qnb,121,JVEV,KVwv,JLDyOyt,75,k,M
96,Lzw,pQiCL,1-3-1943,0212005123492,xLKcdkUyIVVninWrpV@UNCtsunqkPhbuLHnUzhUUG.rNF,9,AwV,rvxda,UiL,903,p,F
97,X,iup,4-3-1964,0291385531644,TRyxgKrkhRFOpDHpiEOQUntVF@XyCmpxDCmbe.hcW,381,Z,reH,whjas,1746,z,F
98,NS,TY,8-2-1998,0227309732855,ATCCCzRIsnWBghejNNM@jJXJBZhOE.sy,63,zL,Vishk,qVyCzmW,592,K,M
99,EG,DyES,21-4-1949,0273680273596,GEPceppXJjaRutalVqQTNmsV@BMqlWnJSCcR.Lnk,3,DDiv,NBFkHl,VzQIONj,5152,A,F
100,ReyEHX,zuwKSkBq,27-9-1966,0210281820623,ayQnFKJxEchzKcmkGIXHcZyf@IrbgzbREnfatDNnXXmKbTzHSmpK.Hj,8,eqMB,pAE,DF,219,t,M
101,Z,BnT,3-7-2000,0225016247832,PnzdByNMXbpTpEkRDq@MWsseXfDeUMXpMooyELgirsxEkFy.IS,591,eQi,UdczK,whcpwK,19,V,M
102,wX,bOTiYREDxx,17-5-1935,0262220729478,dafjqSz@vslYGe.AZ,56,k,f,bMAM,1,o,F
103,ig,kULuuwayD,13-5-1974,0221888393838,lTGkqsiAHUpAiReazoswTLtkxAOrIQoCmVQFnd@pbNgSFzIOLxsqbDJDQPK.cb,4,jucctS,nPAiC,iI,0190,q,M
104,oR,LzGFcssY,22-3-1954,0219670814405,LutCFoDeBwBkVckSraExTnwfszhd@OXAXupntuG.Pu,1,gIC,DnzH,sjFNZW,9289,I,M
105,fQwx,f,3-12-1976,+643262814802,cUNOjeBMbkGZf@EemsWqidf.eG,15,ZdD,HCH,FCTSP,216,x,F
106,nrFiX,ItmLC,13-5-1992,+646644445749,KdnOOgZKXBOEKUmGNIhkvd@kjLEmd.qf,110,klz,Dp,OJIb,8,P,M
107,rzrue,Zc,6-7-2009,0269727903796,EFVhrHVZxNWDGrUgsNAAFmiHqrgOqaduTBfn@aCLOR.qk,80,HdgY,dFnqZc,SU,85,e,M
108,UC,PffhYN,27-9-1990,+612368019991,PQawSEaIWgUCBvnYcVbqQLyqLOxva@dJOzLLexTBMJohiAtMFOQVtwMv.YO,22,AZEtc,SKrzt,kQjyfQ,06,X,M
109,i,XKTZcQZBBF,15-6-1956,0273125243976,mCnoolYwTtFYRnmFwYGNxBytRvx@FzcyOvAIqrWXLAvVZNtLcBPLYUgncA.rXX,604,XjQJh,UCp,dJhgr,6,T,F
110,qLVj,AZioNf,2-5-1975,+648077651131,FydLXIpVOJCvDxMFPTC@XVkoBchmorrSYA.ptt,8,esp,NSiIKj,a,58,V,M
111,uyAL,Qhpbs,20-11-2009,0274330262129,txJ@IufVLq.qKX,65,emm,sARqgK,azmyOgQh,7,f,M
112,MEID,xcviWvFpw,12-1-2007,0266091279504,DmsoglWdLyXvXHfQdXWWuHPkCf@zOQgOsItFOGPgGPEReiZOHpeYYkRdpnUl.Ir,370,aETp,bibNtW,tCkTIHWC,0315,q,M
113,ckxVJA,sdLZbaRYH,24-3-1929,+612877057449,ipcjePpzaeBxLbHhIXTkzRVxeaVKwneVuvT@vDMWdfBPOsGaIgrpTSTxwKtVMpidzmOOZyJzjKa.Rb,651,jS,VeWKTZ,njyhncD,8,w,F
114,Lgd,dmNihhCA,8-4-2022,0275703875874,OMNoFwqjecMhmHxANisnoOeiRvXRotXQCyF@wcUzla.aJ,31,VPQPbq,JnB,pOAW,6,j,M
115,PNwJ,n,27-7-2016,0212192177343,OepRclq@vSOLdraXE.LY,843,B,XKsbPP,FSSIyjgk,7498,Q,M
116,ggnkUO,rGiSO,24-4-1957,+649127197685,xCUtXXmZzwdWubxahPnOetlZY@nHYWtDrxenuKPvVvmtrhHA.LUq,66,NWL,EQjpE,ITRpZB,4,u,F
117,nHMi,alFGe,16-10-1973,0268007716828,TrHSrtofuxDbfuRqvJIoqiUvRhm@LscJKrleuLMJB.sP,11,eOP,veO,wnWNZgBV,9186,i,M
118,aUiFbn,wz,19-10-1948,+619418978585,rpSmexTwm@wKnUHBUJJnbmkYHClMWIFmhoYLsfyNee.MPa,06,uVdot,ohyMS,St,32,s,F
119,C,C,25-9-1970,0273473388738,MtLpCmJFFJyMPTLNlmSgLPRaRlSbcVVpVBhu@hbZxWayecAAUOKdk.RK,6,zT,MaqKMM,Ef,726,W,F
120,Q,ARYaJNe,28-11-2020,0261659581212,yvkPHYETKsf@cbtLjPynX.kh,2,wop,RZL,phPwG,98,L,F
121,CZLAF,ngMLJMzC,4-5-1990,0218951210454,wjphqjIvNhgQmXeYQRIfPYPOdTA@fcBtIV.pp,36,rfjgTZ,cxekLci,sy,486,z,F
122,W,bc,11-2-1984,0213393066176,OMuQeoXcazuIgEgznGXshuLbONjAjXaPzhEpog@smGEkK.cqW,6,FS,SiE,ExOlpWH,6338,B,F
123,Fmf,Za,17-7-1996,0277152589537,iKWFfuutftBXUVwIvDwnjmEhoepvF@gwvvqsZizRABwQNXaSKpd.qcv,014,fx,MlPcq,wQSc,7228,U,M
124,mpEjiJ,oUpkdiwU,20-7-1997,0219731781180,uQvOZfQSdMaLqDiBjNurWm@zsLWuWrtKJi.ccw,50,vP,lWjr,I,1,m,F
125,hrhYSY,mZIirLz,9-7-1985,+645234624370,nCqVziNPuIZPvbPryrEsQTcxigcggyo@CuesQWESsIpgxmToUvylWVFFsnBmaJSDQ.jk,8,Qmmy,mhVYSV,YsUQ,5,e,F
126,WgqM,Gd,28-10-1955,0275938782346,gbcAjaRldhJzGVdekXNeoOAsPlQT@dQVYkzwBAezxnxeiDYtQIZyLtzFjVw.HUs,33,dsAu,f,TMxqaU,603,F,M
127,IBGo,kCxOW,3-1-1997,0275485628692,nsIHFYQJdjGUdfViPkBBy@QsSmiWRmpmuGuXkLLyBSqatMEQShwplDr.yL,18,Eoa,L,B,1720,L,F
128,E,eM,1-2-2020,0292393961221,jjmauHQSnObXJnVRdAkVO@LhVneXDQEWy.Xud,7,n,YVng,KHvXSv,0706,Q,M
129,M,VqpYQZ,28-4-1926,0218103932539,AfQBBWYmPJPpjwqzcUi@LicCO.ow,35,XsVOnN,Xicgnim,wmW,9,s,M
130,h,WmIInkF,5-6-1988,0211688884890,o@oUChUqbGPFwSlCSSgTJIodPIPqgp.Njg,35,rBQLsN,cA,Wiiwmd,367,i,F
131,dy,u,18-4-1951,0226031533926,BYkSxNZmCgSALpl@qjMYElqBmENgRcNdlgUZCgcDMFxqV.Ro,1,cGSnVG,BO,ZhHZUUS,830,D,F
132,MkFHjI,wq,6-10-1956,+641779788139,Tmw@i.Uyd,32,ESiTJ,d,FJtlr,1,z,M
133,zIgP,AUFs,7-8-1980,0214422749393,ulVgmInzNOzNrVQHIzVZXzrbVtDG@nXA.hU,97,zqomB,BbjN,e,791,N,M
134,iszo,WbMHeFQmqG,22-7-1948,0263087325508,sJPkzoEHswcnwyC@jHstVHaFrNLNPTpXlKLLQbUyJVipWy.Wi,9,BfhrE,wbHItKH,ycHUr,4543,S,F
135,fwvDMb,ULO,28-3-1925,0276027367868,arVWNUNHCzoZYG@DlaR.uLk,01,AEgLHb,tGKl,iLN,7,s,M
136,qmxNOu,MjqdHZgWFl,10-5-2023,0225412075593,bZOQilaKGUkWOCbswWmbzablXoES@eKNZWCLcxWRP.xV,19,a,CvSbkkp,xQ,33,Y,F
137,oyQRID,l,11-6-1982,+619841761831,JUKNwYQXmqfuDdAEdiT@PqoiIvuQmlWwAngvcYFkZQayVQgNLJFbxNbSV.AK,8,VSHJn,pboSyIZ,x,658,n,F
138,h,WJURAgvOx,20-5-2001,0216848492318,K@aRGGejBJlQxhhBLiCsuXhYjvZgUyxHUplncvTDQ.Bp,499,mmQ,Av,FZHK,95,U,F
139,NK,PyPgu,22-11-2024,0275140471056,gmCvhbBhcGlHpVTkrLhEiG@Lv.TN,683,cnX,Izuk,rQz,7,i,M
140,DjwXLr,ABtkO,25-9-1949,+642549788604,kvvxzUq@JGTaaMceke.ogx,0,TjAc,ybXrXnI,IMNwDZ,85,P,F
141,Ut,sX,12-7-1927,+640764259828,iQLpslnhoViCB@uULS.Kld,789,k,XJEZUsn,oC,87,S,M
142,Gu,KpPKQsb,20-5-1950,+648425510219,aMpcfeVtwgJgyzpRITEFeGr@jwkxOeJdvyPMwjakaOToLh.ApH,22,G,uZPLYxY,GXrywfx,0,w,F
143,id,PmpzjyO,4-12-1953,0210828629573,QJ@MRQjrwSTcqwXqny.Msq,213,pe,FaG,vjfkr,3554,d,F
144,aGXaxb,dCoyeP,12-5-1929,0217569189324,XRHg@HQiVspqVTu.jB,206,naer,BMxEfvw,ue,1,O,M
145,Bk,TWZn,18-6-1945,+641664027096,XrwEFDGGqcIKux@kVIFSUDCZDnyEkkMvphBcOnLuyFVG.GE,7,C,BobcI,CZM,891,U,M
146,OlfpU,twPfAW,17-2-1947,0264395887015,RbcwCxGEGSVKK@YQdIItyEmveEipnrBykgn.gCi,721,tkW,i,BQj,8466,S,M
147,zGk,LCRVHISC,15-1-1971,0292945424020,nijoyVCsUhnZeeAGQQrqpymc@fNAs.On,304,WZWh,wyK,Uufzyhxi,7,j,M
148,m,H,20-11-1953,0211745200514,yMP@yYbNv.WKX,2,sSaZ,ZOc,rNzRZBwq,2348,o,M
149,BwLUK,HdDDgpzc,27-7-1977,0297300811659,GqCdjkilskErSlTdUrFGyG@iN.ODl,69,qXqK,bEjLiI,deIEA,176,r,M
150,PGUYu,hyHztSK,13-1-1974,0267043092964,jUEz@JayJVMmYjHuczUK.hLo,8,GIkxfh,w,IN,511,k,F
151,gd,gC,9-1-1951,0226071985455,QsfuJJlcayOclSjsed@ywnseOLXS.oyx,7,TrIQOi,mM,wodFfc,60,L,M
152,STq,RaO,14-7-1948,0216263438425,ayn@GWROzXRYuAdwuExyGlI.CB,3,uMqmwd,zXAkQ,QFVr,9,E,M
153,TzuDc,ChxxJdLiIh,23-12-1976,0211422203503,dCoINBLFghywN@rLHRosHieuplQYbOQhyOgQCOjnhrTIgkaZpbx.mZF,2,OjQFDz,j,kEXCbWHX,206,x,F
